9,0.173076,9589,51147,0.0315631,0.783049,3.05959,1.77192,30.8725,3.8743
10,0.211577,9589,51147,0.0315902,0.790262,3.05959,1.76296,30.2165,3.84309
7,0.030315,11692,59326,0.0315902,0.783954,3.05959,1.77208,30.2165,3.88574
8,0.175856,9558,51017,0.0315902,0.789112,3.05959,1.76497,30.2165,3.84817
9,0.161175,9558,51020,0.0315902,0.789346,3.05959,1.76382,30.2165,3.844
10,0.192711,9558,51020,0.0325506,0.793829,3.05959,1.75837,29.7333,3.8258
7,0.029078,11546,58648,0.0325506,0.787355,3.05959,1.76783,29.7333,3.86777
8,0.207031,9608,51235,0.0325506,0.792849,3.07912,1.7602,29.4243,3.82928
9,0.15906,9608,51247,0.039574,0.792828,3.05959,1.75989,25.7037,3.82735
10,0.193773,9608,51247,0.0395206,0.795451,3.05959,1.75645,25.7037,3.81627
7,0.031024,11394,57949,0.0395206,0.789462,3.05959,1.76486,25.7037,3.85436
8,0.168145,9595,51186,0.0395206,0.795132,3.05959,1.75735,25.7037,3.81923
9,0.162501,9595,51206,0.0395206,0.794943,3.05959,1.75719,25.7037,3.81879
10,0.186554,9595,51206,0.0397913,0.796967,3.05959,1.75456,25.7037,3.81045
11,0.01249,-1,-1,-1,-1,-1,-1,-1,-1
7,0.044872,15376,78483,0.0333715,0.759154,3.07292,1.80561,29.0786,4.10489
8,0.299351,11032,59062,0.04454,0.785418,3.06268,1.77051,24.4053,3.86676
9,0.197852,11032,59139,0.04454,0.786763,3.06268,1.76596,24.27,3.84198
10,0.241628,11032,59139,0.0460103,0.800593,3.05503,1.75211,24.27,3.76727
7,0.035775,13768,70511,0.0357448,0.78798,3.05503,1.76975,25.523,3.86713
8,0.24716,11001,59013,0.0460103,0.799571,3.05503,1.75248,23.5577,3.76879
9,0.197504,11001,59052,0.0463708,0.799867,3.05503,1.75094,23.5577,3.76105
10,0.241364,11001,59052,0.0463708,0.806439,3.05503,1.74324,23.5577,3.72952
7,0.034611,13255,68034,0.0463708,0.795816,3.05503,1.75785,23.5577,3.81036
8,0.237534,10984,58993,0.0463708,0.805147,3.05503,1.74486,23.5577,3.73539
9,0.194538,10984,59020,0.0463708,0.805277,3.05503,1.74433,23.5577,3.73301
10,0.222645,10984,59020,0.0463708,0.808867,3.05503,1.74009,23.5577,3.71598
11,0.016837,-1,-1,-1,-1,-1,-1,-1,-1
7,0.052953,17273,89751,0.0463708,0.770651,3.05725,1.79106,26.9133,3.99737
8,0.389338,12708,68611,0.0695658,0.793171,2.9936,1.7625,18.7231,3.80129
9,0.240319,12708,68717,0.0695658,0.793225,2.90017,1.76091,18.7231,3.79209
10,0.284098,12708,68717,0.0689725,0.807832,2.90848,1.74601,14.4362,3.72109
7,0.049325,15862,82399,0.0689725,0.793217,2.90848,1.76398,14.4362,3.83364
8,0.352698,12678,68671,0.0689725,0.806337,2.90354,1.74724,14.4362,3.72861
9,0.229273,12678,68723,0.0898317,0.806262,2.89873,1.74656,13.9902,3.7254
10,0.269048,12678,68723,0.0911089,0.812732,2.89852,1.73868,12.6957,3.69536
7,0.042372,15334,79778,0.0911089,0.799631,2.88864,1.75448,12.6957,3.79288
8,0.336668,12684,68742,0.0911089,0.81202,2.89852,1.73961,12.6957,3.70013
9,0.222873,12684,68752,0.0911089,0.812185,2.89852,1.73917,12.6957,3.69834
10,0.252546,12684,68752,0.0931384,0.815439,2.89708,1.73483,12.1121,3.68376
7,0.041367,15087,78566,0.0931384,0.803128,2.88949,1.74973,12.1121,3.77407
8,0.309519,12680,68753,0.0931384,0.814079,2.83208,1.73662,12.1121,3.69042
9,0.226128,12680,68774,0.0931384,0.81408,2.83208,1.73646,12.1121,3.68968
10,0.250875,12680,68774,0.0936353,0.81653,2.8316,1.73351,12.0482,3.67891
11,0.012521,-1,-1,-1,-1,-1,-1,-1,-1
7,0.033329,14210,74529,0.0927545,0.809183,2.9378,1.74105,17.4532,3.73384
8,0.425761,12749,69139,0.131675,0.814497,2.8316,1.73569,10.7274,3.69068
9,0.231441,12749,69155,0.152328,0.814516,2.8316,1.73544,10.7274,3.68914
10,0.242778,12749,69155,0.152504,0.816773,2.81327,1.73303,10.7274,3.67741
7,0.033447,13948,73136,0.121676,0.812739,2.9378,1.73652,13.5639,3.70599
8,0.388002,12733,69073,0.152504,0.816304,2.81327,1.73347,10.7274,3.67932
9,0.221823,12733,69085,0.152504,0.816206,2.81327,1.7335,10.7274,3.67929
10,0.24174,12733,69085,0.153185,0.817237,2.80875,1.7322,9.74545,3.67421
8,0.458241,12679,68824,0.153185,0.817318,2.80875,1.73212,9.31651,3.67365
12,0.101941,5744,22704,0.153185,0.794461,2.80875,1.75149,9.0599,3.74786
13,-1,0,-1,-1,-1,-1,-1,-1,-1
